37.743065,-122.169935
37.814781,-122.282347
37.535833,-121.961823
37.877794,-122.30129
39.75737149,-121.8432863
37.936013,-122.026154
38.006311,-121.641918
37.9604,-122.356811
36.705474,-119.741332
36.78133285,-119.7731898
36.841592,-119.874739
36.819449,-119.716433
40.77678,-124.17949
32.67618,-115.48307
32.67783308,-115.3905437
32.79222,-115.56306
35.385574,-119.015009
34.1365,-117.92391
34.14435,-117.85036
34.05111,-118.45636
34.17605,-118.31712
34.06659,-118.22688
34.19925,-118.53276
33.901389,-118.205
34.01029,-118.0685
34.06703,-117.7514
34.1326,-118.1272
33.82376,-118.18921
33.8025,-118.22
33.95507,-118.43049
34.38344,-118.5284
34.669739,-118.130511
37.97231,-122.520004
36.694261,-121.623271
38.310942,-122.296189
33.83062,-117.93845
33.67464,-117.92568
33.63003,-117.67593
33.92513,-117.95264
34.007,-117.521
33.94603,-117.40063
33.85275,-116.54101
33.99958,-117.41601
33.99636,-117.4924
33.67649,-117.33098
38.71209,-121.38109
38.613779,-121.368014
38.60990485,-121.3810634
38.650783,-121.506767
34.89398,-117.0248039
34.51096111,-117.32554
34.10374,-117.62914
34.10002,-117.49201
34.106678,-117.274063
32.631242,-117.059088
33.127769,-117.075086
32.701492,-117.149653
32.552164,-116.937772
37.765946,-122.399044
37.9507409,-121.2685227
37.482934,-122.20337
34.427775,-119.6912178
34.942872,-120.435611
34.48974,-120.04692
34.63782,-120.4575
34.44551,-119.8284
34.5959,-120.631315
37.348497,-121.894898
37.318435,-122.069705
37.01189386,-122.1944131
38.102507,-122.237976
38.443503,-122.710169
37.642165,-120.994212
37.488317,-120.836008
